,timestamp_diff,timestamp,positive,negative
90,67,2025-10-06 13:56:26,0.3413342152820594,0.7962912652498932
91,67,2025-10-06 21:50:15,0.44810754320205537,-0.3121684874127035
92,67,2025-10-07 18:57:42,0.2630708779524569,-0.3798764394167236
93,67,2025-10-08 14:32:52,0.22345085308871018,-0.30967249478458053
94,67,2025-10-09 19:46:31,0.3734072664241032,-0.25515989178284837
95,68,2025-10-23 13:58:42,0.031986887130678786,0.33824204148614484
96,68,2025-10-29 14:04:30,0.17290315221815222,0.06881764444444437
97,68,2025-11-03 15:02:14,0.08660820987654316,0.278043992022792
98,68,2025-11-03 18:03:16,-0.024989439694046774,0.15375822196447728
99,68,2025-11-05 19:07:30,0.3616020390838475,-0.07745733521230545
100,69,2025-11-12 14:53:59,0.250477105141638,0.07133021243960877
101,69,2025-11-14 05:06:49,0.3830939611953203,-0.4281626260839466
102,69,2025-11-14 15:03:14,0.15851746907954856,0.3012286407109976
103,69,2025-11-17 14:59:10,0.20574497296025712,-0.08767241742241862
104,69,2025-11-19 09:14:03,0.302392608595454,-0.146064972849932
105,69,2025-11-19 15:32:26,0.04535624827055948,0.18339871008663958
106,69,2025-11-24 15:03:39,0.47958380265839484,0.19038002910212004
107,69,2025-11-27 17:56:31,0.5411440472864322,-0.3213608907550249
